FID;TITULAR;N_PERT;N_CODIGOCE;ESPECIES;TOPONIMIO;T_ESTADOTR;T_GRUPOESP;SUPERFICIE;AGRUPCONCE;COMUNA;REGION;CartaGeogr;Datum;Huso;COORDENADA;N_RESOLSSP;F_RESOLSSP;N_RESOLSSF;F_RESOLSSF;TIPOPORC;ESTADO_UOT
386;AUSTRALIS MAR S.A.;203111325;110748;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA, CHASCON O HUIRO NEGRO, COCHAYUYO, HUIRO, LUCHE, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO;CANAL UTARUPA, AL NORTE DE PUNTA JORGE, ISLA RIVERO;CONCESION OTORGADA;SALMONES;4;23A;AISEN;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8640;WGS-84;18 SUR;"S 45°36´17.8800, W 74°11´5.2000

S 45°36´17.5600, W 74°11´0.6100

S 45°36´30.4600, W 74°10´58.7900

S 45°36´30.7800, W 74°11´3.3900";2640;31-08-2007;373;25-03-2008;AGUA Y FONDO;CONCESIÓN OTORGADA
387;AUSTRALIS MAR S.A.;205111561;110835;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA, CHASCON O HUIRO NEGRO, COCHAYUYO, HUIRO, LUCHE, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO;CANAL DARWIN, AL NORESTE DE PUNTA VENERIA, ISLA VENERIA;CONCESION OTORGADA;SALMONES;3;22D;AISEN;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8630;WGS-84;18 SUR;"S 45°23´52.4300, W 74°13´49.5800

S 45°23´45.1400, W 74°13´40.4500

S 45°23´43.0000, W 74°13´43.9000

S 45°23´50.2800, W 74°13´53.0300";2796;19-08-2009;1210;17-06-2010;AGUA Y FONDO;CONCESIÓN OTORGADA
388;AUSTRALIS MAR S.A.;205111545;110800;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA, CHASCON O HUIRO NEGRO, COCHAYUYO, HUIRO, LUCHE, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO;CANAL ERRÁZURIZ, AL ESTE DE ISLA LUZ;CONCESION OTORGADA;SALMONES;2;24;AISEN;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8630;WGS-84;18 SUR;"S 45°29´45.0600, W 73°47´24.3200

S 45°29´45.8300, W 73°47´19.8500

S 45°29´52.1200, W 73°47´22.0200

S 45°29´51.3600, W 73°47´26.5000";2706;12-08-2009;199;26-01-2010;AGUA Y FONDO;CONCESIÓN OTORGADA
389;AUSTRALIS MAR S.A.;201111775;110949;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA, CHASCON O HUIRO NEGRO, COCHAYUYO, HUIRO, LUCHE, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO;CANAL VICUÑA, AL NORTE DE PUNTA MERCADO, ISLA HUMOS;CONCESION OTORGADA;SALMONES;4,5;24;AISEN;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8640;WGS-84;18 SUR;"S 45°35´52.4400, W 73°51´59.4800

S 45°35´49.4600, W 73°51´54.0100

S 45°35´57.1400, W 73°51´45.5200

S 45°36´0.1200, W 73°51´50.9900";258;13-01-2010;1116;05-04-2016;AGUA Y FONDO;CONCESIÓN OTORGADA
390;AUSTRALIS MAR S.A.;204111047;110879;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;ESTERO SIN NOMBRE, ISLA SALAS;CONCESION OTORGADA;SALMONES;2;23B;AISEN;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8640;WGS-84;18 SUR;"S 45°45´23.6900, W 74°16´58.6600

S 45°45´23.6300, W 74°16´49.4000

S 45°45´20.3900, W 74°16´49.4400

S 45°45´20.4500, W 74°16´58.7000";3290;20-11-2007;3866;07-11-2011;AGUA Y FONDO;CONCESIÓN OTORGADA
391;AUSTRALIS MAR S.A.;205111340;110876;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA, CHASCON O HUIRO NEGRO, COCHAYUYO, HUIRO, LUCHE, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO;ESTERO SIN NOMBRE , ISLA SALAS;CONCESION OTORGADA;SALMONES;1,5;23B;AISEN;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8640;WGS-84;18 SUR;"S 45°44´48.1500, W 74°12´10.7100

S 45°44´48.1000, W 74°12´3.7600

S 45°44´44.8600, W 74°12´3.8100

S 45°44´44.9100, W 74°12´10.7500";3889;20-11-2009;3529;12-10-2011;AGUA Y FONDO;CONCESIÓN OTORGADA
392;EXPORTADORA LOS FIORDOS LTDA.;201111261;110814;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;ESTERO BARROS ARANA, AL ESTE DE ISLA FITZ ROY;CONCESION OTORGADA;SALMONES;12;24;AISEN;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8640;WGS-84;18 SUR;"S 45°49´54.7400, W 73°56´8.9400

S 45°49´54.6100, W 73°55´55.0300

S 45°50´7.5700, W 73°55´54.7900

S 45°50´7.7000, W 73°56´8.6900";3612;20-12-2013;1012;14-05-2010;AGUA Y FONDO;CONCESIÓN OTORGADA
393;AUSTRALIS MAR S.A.;206111176;110894;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA, CHASCON O HUIRO NEGRO, COCHAYUYO, HUIRO, LUCHE, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO;CANAL UTARUPA, AL NORTE DE ESTERO FERNÁNDEZ, ISLA RIVERO;CONCESION OTORGADA;SALMONES;6;23B;AISEN;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8640;WGS-84;18 SUR;"S 45°39´45.1800, W 74°11´21.5300

S 45°39´45.1200, W 74°11´12.2900

S 45°39´54.8400, W 74°11´12.1500

S 45°39´54.9000, W 74°11´21.3900";1304;07-04-2010;42;10-01-2012;AGUA Y FONDO;CONCESIÓN OTORGADA
394;AUSTRALIS MAR S.A.;201111778;110717;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;CANAL ERRÁZURIZ, AL SUR DE ISLA LILIAN;CONCESION OTORGADA;SALMONES;4,5;24;AISEN;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8640;WGS-84;18 SUR;"S 45°40´38.0600, W 73°52´2.1000

S 45°40´39.3800, W 73°51´55.4300

S 45°40´48.7400, W 73°51´59.2100

S 45°40´47.4100, W 73°52´5.8800";3299;05-10-2009;95;19-01-2007;AGUA Y FONDO;CONCESIÓN OTORGADA
395;AUSTRALIS MAR S.A.;201111777;110727;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;CANAL ERRÁZURIZ, AL SUR DE PUNTA MERCADO, ISLA HUMOS;CONCESION OTORGADA;SALMONES;4,5;24;AISEN;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8640;WGS-84;18 SUR;"S 45°37´39.8600, W 73°51´29.9700

S 45°37´39.7900, W 73°51´23.0400

S 45°37´49.5100, W 73°51´22.8400

S 45°37´49.5700, W 73°51´29.7700";1040;26-04-2011;1415;05-07-2007;AGUA Y FONDO;CONCESIÓN OTORGADA
396;AUSTRALIS MAR S.A.;201111776;110739;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA, CHASCON O HUIRO NEGRO, COCHAYUYO, LUCHE, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO;CANAL CHACABUCO, CALETA HARCHY, ISLA HUMOS;CONCESION OTORGADA;SALMONES;4,5;23B;AISEN;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8640;WGS-84;18 SUR;"S 45°42´42.9600, W 73°54´3.3900

S 45°42´38.4300, W 73°53´51.1100

S 45°42´42.7300, W 73°53´47.8800

S 45°42´47.2600, W 73°54´0.1500";2638;05-08-2009;1784;12-12-2007;AGUA Y FONDO;CONCESIÓN OTORGADA
397;AUSTRALIS MAR S.A.;205111345;110821;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;ISLAS CANQUENES, AL NORTE DE ISLA SIN NOMBRE;CONCESION OTORGADA;SALMONES;1,5;23B;AISEN;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8640;WGS-84;18 SUR;"S 45°45´46.3300, W 74°4´53.7300

S 45°45´46.2700, W 74°4´46.7900

S 45°45´43.0300, W 74°4´46.8400

S 45°45´43.0900, W 74°4´53.7800";3149;21-09-2009;1388;12-07-2010;AGUA Y FONDO;CONCESIÓN OTORGADA
398;AUSTRALIS MAR S.A.;204111072;110786;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA, CHASCON O HUIRO NEGRO, COCHAYUYO, HUIRO, LUCHE, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO;SUROESTE DE ISLA HUMOS;CONCESION OTORGADA;SALMONES;2;23B;AISEN;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8640;WGS-84;18 SUR;"S 45°42´53.7800, W 74°2´24.3200

S 45°42´53.7000, W 74°2´15.0700

S 45°42´50.4600, W 74°2´15.1300

S 45°42´50.5400, W 74°2´24.3800";2670;14-10-2008;100;04-01-2010;AGUA Y FONDO;CONCESIÓN OTORGADA
399;AUSTRALIS MAR S.A.;204111037;110820;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA, CHASCON O HUIRO NEGRO, COCHAYUYO, HUIRO, LUCHE, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO;CANAL ALEJANDRO, AL NORESTE DE ISLA SIN NOMBRE, ISLA SALAS;CONCESION OTORGADA;SALMONES;1,2;23B;AISEN;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8640;WGS-84;18 SUR;"S 45°48´54.8800, W 74°13´43.7700

S 45°48´51.8200, W 74°13´38.3700

S 45°48´49.8000, W 74°13´40.7100

S 45°48´52.8600, W 74°13´46.1100";1424;03-06-2008;1384;12-07-2010;AGUA Y FONDO;CONCESIÓN OTORGADA
400;AUSTRALIS MAR S.A.;204111059;110764;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA, CHASCON O HUIRO NEGRO, COCHAYUYO, HUIRO, LUCHE, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO;ISLAS CANQUENES, AL SUR DE ISLA SIN NOMBRE;CONCESION OTORGADA;SALMONES;0,5;23B;AISEN;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8640;WGS-84;18 SUR;"S 45°44´39.2400, W 74°7´8.8600

S 45°44´39.2100, W 74°7´4.2300

S 45°44´37.5900, W 74°7´4.2600

S 45°44´37.6200, W 74°7´8.8900";2842;17-10-2006;1456;18-11-2008;AGUA Y FONDO;CONCESIÓN OTORGADA
401;AUSTRALIS MAR S.A.;205111364;110801;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA, CHASCON O HUIRO NEGRO, COCHAYUYO, HUIRO, LUCHE, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO;PASO CANQUENES, AL ESTE DE ISLA SALAS;CONCESION OTORGADA;SALMONES;1,05;23B;AISEN;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8640;WGS-84;18 SUR;"S 45°46´48.8100, W 74°7´15.0500

S 45°46´47.5600, W 74°7´12.3500

S 45°46´43.5100, W 74°7´16.1900

S 45°46´44.7700, W 74°7´18.8900";2608;31-07-2009;185;26-01-2010;AGUA Y FONDO;CONCESIÓN OTORGADA
402;AUSTRALIS MAR S.A.;205111335;110841;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;ESTERO SIN NOMBRE, AL OESTE DE PENÍNSULA DE TAITAO;CONCESION OTORGADA;SALMONES;6;23C;AISEN;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8640;WGS-84;18 SUR;"S 45°50´55.2000, W 74°24´7.5700

S 45°50´50.9200, W 74°24´0.6100

S 45°50´43.6300, W 74°24´9.8200

S 45°50´47.9100, W 74°24´16.7700";237;13-01-2010;1435;27-07-2010;AGUA Y FONDO;CONCESIÓN OTORGADA
404;AUSTRALIS MAR S.A.;205111555;110870;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA, CHASCON O HUIRO NEGRO, COCHAYUYO, HUIRO, LUCHE, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO;CANAL UTARUPA, AL NORESTE DE ISLA RIVERO;CONCESION OTORGADA;SALMONES;2;22D;AISEN;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8630;WGS-84;18 SUR;"S 45°29´9.2700, W 74°16´3.2800

S 45°29´9.2400, W 74°15´58.6700

S 45°29´2.7600, W 74°15´58.7600

S 45°29´2.7900, W 74°16´3.3600";901;24-02-2010;3321;13-09-2011;AGUA Y FONDO;CONCESIÓN OTORGADA
405;EXPORTADORA LOS FIORDOS LTDA.;201111254;110926;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;CANAL DARWIN, AL SUROESTE DE ISLA PALUMBO;CONCESION OTORGADA;SALMONES;9;22D;AISEN;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8630;WGS-84;18 SUR;"S 45°23´31.2600, W 74°4´14.4500

S 45°23´41.5900, W 74°3´56.7300

S 45°23´37.0900, W 74°3´51.4600

S 45°23´26.7700, W 74°4´9.1800";1295;14-04-2009;3853;11-12-2012;AGUA Y FONDO;CONCESIÓN OTORGADA
406;AUSTRALIS MAR S.A.;205111589;110952;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;ESTERO EMPEDRADO, ISLA LUZ;CONCESION OTORGADA;SALMONES;3;22D;AISEN;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8630;WGS-84;18 SUR;"S 45°27´49.8000, W 73°56´26.2700

S 45°27´49.6700, W 73°56´12.4600

S 45°27´52.9100, W 73°56´12.4000

S 45°27´53.0400, W 73°56´26.2100";3448;16-10-2009;2904;24-10-2016;AGUA Y FONDO;CONCESIÓN OTORGADA
407;AUSTRALIS MAR S.A.;205111569;110871;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA, CHASCON O HUIRO NEGRO, COCHAYUYO, HUIRO, LUCHE, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO;CANAL DARWIN, AL NORTE DE PUNTA MAYHEW, ISLA QUEMADA;CONCESION OTORGADA;SALMONES;1,5;22D;AISEN;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8630;WGS-84;18 SUR;"S 45°26´42.9200, W 73°54´43.1000

S 45°26´48.6700, W 73°54´31.9600

S 45°26´47.3600, W 73°54´30.6000

S 45°26´41.6100, W 73°54´41.7400";1303;07-04-2010;3333;13-09-2011;AGUA Y FONDO;CONCESIÓN OTORGADA
408;MULTI X S.A.;200111043;110392;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;CANAL PICHIRUPA, AL OESTE DE ISLA VICTORIA;CONCESION OTORGADA;SALMONES;12;22A;AISEN;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8630;WGS-84;18 SUR;"S 45°17´0.2600, W 74°8´57.9300

S 45°16´57.9000, W 74°8´49.3800

S 45°17´16.0000, W 74°8´39.3300

S 45°17´18.3600, W 74°8´47.8700";1238;18-06-2002;1634;28-10-2002;AGUA Y FONDO;CONCESIÓN OTORGADA
409;EXPORTADORA LOS FIORDOS LTDA.;203111031;110953;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA, CHASCON O HUIRO NEGRO, COCHAYUYO, HUIRO, LUCHE, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO;ESTERO DUBLE NORTE, ISLA RIVERO;CONCESION OTORGADA;SALMONES;3,9;22D;AISEN;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8630;WGS-84;18 SUR;"S 45°31´6.4800, W 74°20´20.2700

S 45°31´3.0800, W 74°20´7.3200

S 45°31´7.0300, W 74°20´5.2200

S 45°31´10.4300, W 74°20´18.1800";1070;10-03-2010;2990;08-11-2016;AGUA Y FONDO;CONCESIÓN OTORGADA
410;PROCESADORA CAILIN SPA;201111256;110948;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;OESTE DE ISLA LUZ;CONCESION OTORGADA;SALMONES;12;22D;AISEN;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8630;WGS-84;18 SUR;"S 45°30´48.4700, W 74°6´16.9500

S 45°30´48.3600, W 74°6´3.1200

S 45°31´1.3200, W 74°6´2.9200

S 45°31´1.4300, W 74°6´16.7400";613;02-02-2010;1054;06-04-2015;AGUA Y FONDO;CONCESIÓN OTORGADA
411;SALMONES BLUMAR S.A.;97110262;110767;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;CANAL VICUÑA, AL SUR DE ISLA LUZ;CONCESION OTORGADA;SALMONES;1,5;23A;AISEN;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8630;WGS-84;18 SUR;"S 45°31´56.3500, W 73°57´37.6100

S 45°31´56.3000, W 73°57´33.0000

S 45°31´51.4400, W 73°57´33.0900

S 45°31´51.4900, W 73°57´37.7000";2157;14-08-2008;631;20-03-2009;AGUA Y FONDO;CONCESIÓN OTORGADA
412;AUSTRALIS MAR S.A.;205111553;110789;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA, CHASCON O HUIRO NEGRO, COCHAYUYO, HUIRO, LUCHE, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO;NOROESTE DE ISLA SIN NOMBRE, AL OESTE DE ISLA LUZ;CONCESION OTORGADA;SALMONES;2;22D;AISEN;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8630;WGS-84;18 SUR;"S 45°31´27.7200, W 74°7´54.1200

S 45°31´30.1700, W 74°7´51.0900

S 45°31´25.9000, W 74°7´44.1500

S 45°31´23.4600, W 74°7´47.1800";2797;19-08-2009;188;26-01-2010;AGUA Y FONDO;CONCESIÓN OTORGADA
413;SALMONES BLUMAR S.A.;97110265;110410;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;CANAL VICUÑA, AL NOROESTE DE ISLA HUMOS;CONCESION OTORGADA;SALMONES;1,5;23A;AISEN;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8630;WGS-84;18 SUR;"S 45°33´34.0000, W 74°3´5.5100

S 45°33´31.6000, W 74°2´59.4900

S 45°33´28.7800, W 74°3´1.7700

S 45°33´31.1800, W 74°3´7.7900";2908;19-12-2002;1174;02-05-2003;AGUA Y FONDO;CONCESIÓN OTORGADA
414;SALMONES BLUMAR S.A.;97110263;110702;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA, CHASCON O HUIRO NEGRO, COCHAYUYO, HUIRO, LUCHE, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO;CANAL VICUÑA, AL SUR DE ISLA LUZ;CONCESION OTORGADA;SALMONES;1,5;23A;AISEN;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8630;WGS-84;18 SUR;"S 45°31´26.5600, W 73°59´37.9200

S 45°31´26.5200, W 73°59´33.3100

S 45°31´21.6600, W 73°59´33.3900

S 45°31´21.7000, W 73°59´38.0000";1872;11-07-2011;1590;01-09-2003;AGUA Y FONDO;CONCESIÓN OTORGADA
415;AUSTRALIS MAR S.A.;201111798;110811;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;CANAL ERRÁZURIZ, AL ESTE DE ISLA LUZ;CONCESION OTORGADA;SALMONES;2;24;AISEN;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8630;WGS-84;18 SUR;"S 45°32´52.0700, W 73°49´21.3700

S 45°32´53.3000, W 73°49´17.1000

S 45°32´59.3000, W 73°49´20.5900

S 45°32´58.0700, W 73°49´24.8600";2112;17-06-2009;706;10-03-2010;AGUA Y FONDO;CONCESIÓN OTORGADA
416;MULTI X S.A.;199110054;110461;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA, CHASCON O HUIRO NEGRO, COCHAYUYO, HUIRO, LUCHE, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO;BAHÍA SIN NOMBRE, ISLA VICTORIA;CONCESION OTORGADA;SALMONES;3,6;22A;AISEN;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8630;WGS-84;18 SUR;"S 45°18´32.3500, W 74°7´31.6800

S 45°18´32.4300, W 74°7´23.4700

S 45°18´38.9300, W 74°7´23.4700

S 45°18´38.9300, W 74°7´31.6700";954;08-05-2003;1527;19-08-2003;AGUA Y FONDO;CONCESIÓN OTORGADA
417;EXPORTADORA LOS FIORDOS LTDA.;900000876;110347;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;CANAL CARRERA DEL CUCHI, AL NORESTE DE PUNTA GALLESE, ISLA VICTORIA;CONCESION OTORGADA;SALMONES;1,5;29;AISEN;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;SHOA-8630;WGS-84;18 SUR;"S 45°21´48.3200, W 73°46´54.6600

S 45°21´48.2500, W 73°46´47.7600

S 45°21´45.0100, W 73°46´47.8300

S 45°21´45.0800, W 73°46´54.7300";313;28-02-2000;1534;01-09-2000;AGUA Y FONDO;CONCESIÓN OTORGADA
